snr,bErr
0,0.155490196078432
2,0.109039215686275
4,0.0731176470588242
6,0.0488627450980396
8,0.0317843137254901
10,0.021313725490196
12,0.0140588235294117
14,0.00858823529411762
16,0.00539215686274509
18,0.00354901960784313
20,0.00213725490196078
22,0.0016078431372549
24,0.00101960784313726
26,0.000490196078431372
28,0.000568627450980392
30,0.000254901960784314
32,0.000235294117647059
34,0.000156862745098039
36,9.80392156862745e-05
38,9.80392156862745e-05
40,0.000137254901960784
42,0.000156862745098039
44,0.000137254901960784
46,9.80392156862745e-05
48,0.000117647058823529
50,9.80392156862745e-05
