snr,bErr
-20,0.742078125
-18,0.73284375
-16,0.725875
-14,0.7149453125
-12,0.6935625
-10,0.6666875
-8,0.63034375
-6,0.584734375
-4,0.51559375
-2,0.4439453125
0,0.362140625
2,0.2828984375
4,0.212609375
6,0.1529765625
8,0.1040234375
10,0.0684375
12,0.0449765625
14,0.0296484375
16,0.018625
18,0.0124140625
20,0.0076171875
22,0.0051015625
24,0.0029453125
26,0.0020078125
28,0.00109375
