snr,bErr
-20,0.739421875
-18,0.733515625
-16,0.723546875
-14,0.7147578125
-12,0.692703125
-10,0.6691015625
-8,0.632296875
-6,0.5801328125
-4,0.5196484375
-2,0.445609375
0,0.36328125
2,0.283859375
4,0.2101640625
6,0.1505625
8,0.10428125
10,0.06984375
12,0.045921875
14,0.02875
16,0.01940625
18,0.0114609375
20,0.007734375
22,0.004765625
24,0.003390625
26,0.00190625
28,0.0013046875
