snr,bErr
-20,0.7430078125
-18,0.7355234375
-16,0.7251484375
-14,0.7123828125
-12,0.695859375
-10,0.669796875
-8,0.6278828125
-6,0.5829765625
-4,0.5175546875
-2,0.4451015625
0,0.3685
2,0.285296875
4,0.21103125
6,0.1489296875
8,0.1052421875
10,0.0684609375
12,0.0445546875
14,0.0303359375
16,0.018859375
18,0.01178125
20,0.007640625
22,0.00453125
24,0.002875
26,0.001890625
28,0.00140625
