snr,bErr
0,0.186700892857143
2,0.134941964285714
4,0.0970357142857143
6,0.0654642857142857
8,0.0426875
10,0.0277589285714286
12,0.0186919642857143
14,0.01125
16,0.00708928571428568
18,0.00474107142857142
20,0.00294196428571428
22,0.00195535714285715
24,0.00116517857142857
26,0.000718749999999999
28,0.000513392857142857
30,0.00028125
32,0.000174107142857143
34,7.58928571428571e-05
36,3.125e-05
38,4.91071428571428e-05
40,4.46428571428571e-05
42,1.78571428571429e-05
44,4.46428571428571e-06
46,0
48,8.92857142857143e-06
50,0
