snr,bErr
0,0.335568627450981
2,0.301980392156863
4,0.275470588235295
6,0.252607843137256
8,0.232372549019609
10,0.222274509803922
12,0.214411764705883
14,0.207764705882354
16,0.207313725490197
18,0.203901960784315
20,0.204274509803922
22,0.198745098039216
24,0.200725490196079
26,0.201529411764707
28,0.199313725490197
30,0.197098039215687
32,0.199117647058825
34,0.197882352941177
36,0.201117647058824
38,0.199568627450981
40,0.20129411764706
42,0.200156862745099
44,0.198450980392157
46,0.201470588235295
48,0.200058823529412
50,0.200372549019609
